0 200 0
200 400 0
400 600 1
600 800 0
800 1000 1
1000 1200 0
1200 1400 1
1400 1600 1
1600 1800 1
1800 2000 2
2000 2200 0
2200 2400 0
2400 2600 0
2600 2800 0
2800 3000 0
3000 3200 0
3200 3400 0
3400 3600 0
3600 3800 0
3800 4000 0
4000 8000 1
