0 200 7
200 400 4
400 600 6
600 800 9
800 1000 2
1000 1200 3
1200 1400 3
1400 1600 2
1600 1800 1
1800 2000 2
2000 2200 0
2200 2400 2
2400 2600 3
2600 2800 1
2800 3000 5
3000 3200 2
3200 3400 1
3400 3600 5
3600 3800 3
3800 4000 1
4000 8000 2
