Herd, Vaccinated, Birth_time, Death_time, Vaccination_time, Reactor, VL
5730,0,-3071.14,220.001,-1,0,0
5730,0,-2417.06,220.014,-1,0,0
5730,0,-3071.15,220.032,-1,0,0
5730,0,-3071.1,220.047,-1,0,0
5730,0,-2417.08,220.058,-1,0,0
5730,0,-2415.12,220.122,-1,0,0
5730,0,-848.109,220.128,-1,0,0
5730,0,-959.041,220.17,-1,0,0
5730,0,-3071.02,220.178,-1,0,0
5730,0,-959.023,220.185,-1,0,0
5730,0,-1062.24,220.883,-1,0,0
5730,0,-2180.23,220.898,-1,0,0
5730,0,-2180.04,221.08,-1,0,0
5730,0,-349.249,260.977,-1,0,0
5730,0,-1889.02,274.042,-1,0,0
5730,0,-3662.19,281.047,-1,0,0
5730,0,-3662.12,281.117,-1,0,0
5730,0,-2420.22,287.825,-1,0,0
5730,0,-2801.25,287.885,-1,0,0
5730,0,-2801.25,287.955,-1,0,0
5730,0,-3800.17,287.989,-1,0,0
5730,0,-2420.02,288.018,-1,0,0
5730,0,-2801.1,288.037,-1,0,0
5730,0,-3800.04,288.043,-1,0,0
5730,0,-636.106,288.083,-1,0,0
5730,0,-2365.09,288.156,-1,0,0
5730,0,-897.043,288.197,-1,0,0
5730,0,-1476.21,289.039,-1,0,0
5730,0,-2119,289.085,-1,0,0
5730,0,-2287.25,342.965,-1,0,0
5730,0,-2287.01,343.025,-1,0,0
5730,0,-2287.06,343.15,-1,0,0
5730,0,-2662.01,372.225,-1,0,0
5730,0,-1115.23,372.982,-1,0,0
5730,0,-1115.01,373.094,-1,0,0
5730,0,-2221.21,379.808,-1,0,0
5730,0,-2221.15,379.886,-1,0,0
5730,0,-2221.22,379.986,-1,0,0
5730,0,-2221.05,380.138,-1,0,0
5730,0,-1510.16,382.037,-1,0,0
5730,0,-38.0878,417.144,-1,0,0
5730,0,15.7269,430.888,-1,0,0
5730,0,-17.0966,430.945,-1,0,0
5730,0,-307.209,436.865,-1,0,0
5730,0,-317.202,436.982,-1,0,0
5730,0,-307.115,437.02,-1,0,0
5730,0,-317.028,437.044,-1,0,0
5730,0,-307.124,437.05,-1,0,0
5730,0,-975.106,440.055,-1,0,0
5730,0,-975.051,440.122,-1,0,0
5730,0,-314.026,441.986,-1,0,0
5730,0,-314.144,442.063,-1,0,0
5730,0,-314.051,442.151,-1,0,0
5730,0,68.7222,462.889,-1,0,0
5730,0,68.8932,463.046,-1,0,0
5730,0,-283.156,469.89,-1,0,0
5730,0,-287.092,477.129,-1,0,0
5730,0,-287.093,477.153,-1,0,0
5730,0,-693.133,479.898,-1,0,0
5730,0,-693.123,479.931,-1,0,0
5730,0,-693.168,479.981,-1,0,0
5730,0,-693.161,480.039,-1,0,0
5730,0,31.9073,480.09,-1,0,0
5730,0,-346.188,491.857,-1,0,0
5730,0,-314.236,491.901,-1,0,0
5730,0,-346.024,491.982,-1,0,0
5730,0,-346.001,492.011,-1,0,0
5730,0,-322.231,493.006,-1,0,0
5730,0,-322.043,493.197,-1,0,0
5730,0,73.9338,506.044,-1,0,0
5730,0,-340.221,506.852,-1,0,0
5730,0,-329.224,506.858,-1,0,0
5730,0,-325.211,506.883,-1,0,0
5730,0,34.8979,506.926,-1,0,0
5730,0,-340.148,506.946,-1,0,0
5730,0,61.7513,506.965,-1,0,0
5730,0,-321.226,507.015,-1,0,0
5730,0,-340.08,507.092,-1,0,0
5730,0,-321.022,507.096,-1,0,0
5730,0,168.932,523.941,-1,0,0
5730,0,-332.163,527.839,-1,0,0
5730,0,-332.06,528.158,-1,0,0
5730,0,92.1883,530.284,-1,0,0
5730,0,-289.077,549.043,-1,0,0
5730,0,-347.079,549.095,-1,0,0
5730,0,-289.082,549.108,-1,0,0
5730,0,16.8176,550.945,-1,0,0
5730,0,-2460.11,581.902,-1,0,0
5730,0,-1697.14,581.972,-1,0,0
5730,0,-2460.07,582.123,-1,0,0
5730,0,-1697.01,582.129,-1,0,0
5730,0,-658.108,582.897,-1,0,0
5730,0,-658.149,582.974,-1,0,0
5730,0,-658.143,583.063,-1,0,0
5730,0,-1586.22,588.976,-1,0,0
5730,0,-874.211,613.868,-1,0,0
5730,0,16.03,626.239,-1,0,0
5730,0,220.027,631.238,-1,0,0
5730,0,-519.222,644.838,-1,0,0
5730,0,118.749,652.95,-1,0,0
5730,0,15.7463,790.911,-1,0,0
5730,0,269.954,653.962,-1,0,0
5730,0,-1922.11,654.941,-1,0,0
5730,0,-1922.1,654.945,-1,0,0
5730,0,-1922.05,655.002,-1,0,0
5730,0,-1922.12,655.003,-1,0,0
5730,0,-3.01271,742.995,-1,0,0
5730,0,-3.1365,742.946,-1,0,0
5730,0,-7.11332,877.923,-1,0,0
5730,0,-7.21156,877.951,-1,0,0
5730,0,90.8852,868.03,-1,0,0
5730,0,-879.236,677.789,-1,0,0
5730,0,-1614.2,687.046,-1,0,0
5730,0,-1614.07,687.137,-1,0,0
5730,0,-940.209,687.841,-1,0,0
5730,0,-940.155,687.885,-1,0,0
5730,0,260.906,688.024,-1,0,0
5730,0,119.052,883.226,-1,0,0
5730,0,118.946,883.101,-1,0,0
5730,0,281,713.039,-1,0,0
5730,0,287.644,719.834,-1,0,0
5730,0,-421.162,729.925,-1,0,0
5730,0,-421.043,730.166,-1,0,0
5730,0,91.9731,988.166,-1,0,0
5730,0,-1952.08,744.947,-1,0,0
5730,0,-1008.13,744.959,-1,0,0
5730,0,-1851.2,745.954,-1,0,0
5730,0,-1851.11,746.091,-1,0,0
5730,0,-1851.04,746.169,-1,0,0
5730,0,-387.044,751.146,-1,0,0
5730,0,119.88,967.071,-1,0,0
5730,0,219.761,761.914,-1,0,0
5730,0,405.82,783.04,-1,0,0
5730,0,346.83,795.053,-1,0,0
5730,0,401.836,802.924,-1,0,0
5730,0,419.01,813.193,-1,0,0
5730,0,-1787.22,813.855,-1,0,0
5730,0,-1787.07,814.073,-1,0,0
5730,0,381.97,823.195,-1,0,0
5730,0,404.999,832.009,-1,0,0
5730,0,-1069.11,833.074,-1,0,0
5730,0,386.854,842.031,-1,0,0
5730,0,456.781,857.953,-1,0,0
5730,0,387.089,859.159,-1,0,0
5730,0,-1792.32,860.755,-1,0,0
5730,0,441.85,879.976,-1,0,0
5730,0,455.248,882.335,-1,0,0
5730,0,459.748,886.963,-1,0,0
5730,0,449.037,892.247,-1,0,0
5730,0,287.86,1086.96,-1,0,0
5730,0,-593.106,894.957,-1,0,0
5730,0,-1708.1,899.059,-1,0,0
5730,0,480.98,899.06,-1,0,0
5730,0,452.787,907.931,-1,0,0
5730,0,497.906,912.908,-1,0,0
5730,0,288.07,1124.23,-1,0,0
5730,0,-1854.14,917.864,-1,0,0
5730,0,-1854.01,918.017,-1,0,0
5730,0,-1854.05,918.032,-1,0,0
5730,0,469.784,924.877,-1,0,0
5730,0,473.934,928.98,-1,0,0
5730,0,15.823,939.973,-1,0,0
5730,0,527.63,968.718,-1,0,0
5730,0,552.903,978.129,-1,0,0
5730,0,-3014.2,987.934,-1,0,0
5730,0,-3014.1,987.975,-1,0,0
5730,0,-946.245,987.994,-1,0,0
5730,0,-856.128,988.038,-1,0,0
5730,0,550.775,988.812,-1,0,0
5730,0,-2983.22,988.931,-1,0,0
5730,0,-973.18,989.866,-1,0,0
5730,0,-2324.19,989.915,-1,0,0
5730,0,-1974.14,989.931,-1,0,0
5730,0,-2708.21,989.94,-1,0,0
5730,0,-1904.09,990.108,-1,0,0
5730,0,-2359.02,990.199,-1,0,0
5730,0,-2324,990.214,-1,0,0
5730,0,-774.321,990.781,-1,0,0
5730,0,-2918.24,990.936,-1,0,0
5730,0,-2918.12,991.067,-1,0,0
5730,0,-487.009,997.069,-1,0,0
5730,0,-1065.17,997.876,-1,0,0
5730,0,-3.22743,997.932,-1,0,0
5730,0,-3.2282,998.009,-1,0,0
5730,0,-3.10908,998.015,-1,0,0
5730,0,-1090.09,998.122,-1,0,0
5730,0,-1065.06,998.187,-1,0,0
5730,0,-1606.03,1001.19,-1,0,0
5730,0,-632.182,1003.89,-1,0,0
5730,0,-1525.03,1004.98,-1,0,0
5730,0,-692.084,1005.01,-1,0,0
5730,0,-1785.12,1005.09,-1,0,0
5730,0,-1785.06,1005.11,-1,0,0
5730,0,582.786,1011.93,-1,0,0
5730,0,604.856,1032.08,-1,0,0
5730,0,439.969,1050.13,-1,0,0
5730,0,440.105,1268.26,-1,0,0
5730,0,-2267.01,1068.23,-1,0,0
5730,0,436.915,1296.92,-1,0,0
5730,0,462.988,1269.03,-1,0,0
5730,0,-2491.1,1094.06,-1,0,0
5730,0,654.877,1095.92,-1,0,0
5730,0,-475.117,1122.13,-1,0,0
5730,0,682.145,1125.24,-1,0,0
5730,0,687.595,1125.78,-1,0,0
5730,0,-1520.23,1125.79,-1,0,0
5730,0,-2147.14,1127.05,-1,0,0
5730,0,-2594.1,1131.01,-1,0,0
5730,0,-1364.04,1136.99,-1,0,0
5730,0,-1724.05,1137.01,-1,0,0
5730,0,-1505.08,1138.01,-1,0,0
5730,0,-1505.02,1138.11,-1,0,0
5730,0,-618.905,1146.31,-1,0,0
5730,0,730.698,1154.87,-1,0,0
5730,0,-2208.04,1172.17,-1,0,0
5730,0,-847.24,1176.77,-1,0,0
5730,0,-1540.15,1176.88,-1,0,0
5730,0,-1540.2,1176.89,-1,0,0
5730,0,-1540.11,1176.95,-1,0,0
5730,0,-1540.12,1177.03,-1,0,0
5730,0,-1540.02,1177.07,-1,0,0
5730,0,-1540.14,1177.1,-1,0,0
5730,0,-599.022,1177.19,-1,0,0
5730,0,-1540,1177.19,-1,0,0
5730,0,-765.05,1177.97,-1,0,0
5730,0,765.938,1193.05,-1,0,0
5730,0,818.101,1195.18,-1,0,0
5730,0,-874.14,1200.02,-1,0,0
5730,0,-874.063,1200.05,-1,0,0
5730,0,799.945,1211.98,-1,0,0
5730,0,64.7423,1228.93,-1,0,0
5730,0,789.967,1238.12,-1,0,0
5730,0,663.091,1440.16,-1,0,0
5730,0,825.818,1266.04,-1,0,0
5730,0,-635.186,1276.89,-1,0,0
5730,0,-635.18,1276.92,-1,0,0
5730,0,-635.141,1277.05,-1,0,0
5730,0,-565.904,1278.21,-1,0,0
5730,0,899.882,1284.09,-1,0,0
5730,0,893.216,1287.24,-1,0,1
5730,0,862.098,1289.26,-1,0,0
5730,0,867.834,1291.92,-1,0,0
5730,0,118.796,1304,-1,0,0
5730,0,-2795.37,1309.75,-1,0,0
5730,0,-2794.94,1310.21,-1,0,0
5730,0,-878.113,1310.97,-1,0,0
5730,0,-3018.14,1312.01,-1,0,0
5730,0,-2576.04,1312.16,-1,0,0
5730,0,-901.249,1318.82,-1,0,0
5730,0,-901.07,1318.98,-1,0,0
5730,0,-901.021,1319.06,-1,0,0
5730,0,-1965.13,1325.88,-1,0,0
5730,0,-818.241,1339.84,-1,0,0
5730,0,-818.112,1339.94,-1,0,0
5730,0,898.845,1343.94,-1,0,0
5730,0,-1330.23,1356.94,-1,0,0
5730,0,950.719,1354.8,-1,0,0
5730,0,976.848,1359.85,-1,0,0
5730,0,914.014,1369.18,-1,0,0
5730,0,-1440.08,1380.16,-1,0,0
5730,0,-901.406,1380.65,-1,0,0
5730,0,-2345.14,1388.92,-1,0,0
5730,0,-600.069,1388.98,-1,0,0
5730,0,-600.126,1389.01,-1,0,0
5730,0,-995.055,1389.02,-1,0,0
5730,0,-995.185,1389.02,-1,0,0
5730,0,-995.101,1389.06,-1,0,0
5730,0,-1791.24,1389.78,-1,0,0
5730,0,-1791.19,1389.83,-1,0,0
5730,0,-2483.23,1389.84,-1,0,0
5730,0,-540.193,1389.84,-1,0,0
5730,0,-1811.05,1390.16,-1,0,0
5730,0,-919.227,1401.83,-1,0,0
5730,0,-872.094,1402.11,-1,0,0
5730,0,954.718,1402.74,-1,0,0
5730,0,995.957,1411.05,-1,0,0
5730,0,968.653,1413.89,-1,0,0
5730,0,-3533.21,1435.81,-1,0,0
5730,0,-3533.03,1436.15,-1,0,0
5730,0,-1218.02,1441.11,-1,0,0
5730,0,831.871,1448.89,-1,0,0
5730,0,287.947,1452.16,-1,0,0
5730,0,-487.239,1472.88,-1,0,0
5730,0,-487.115,1472.93,-1,0,0
5730,0,1061.01,1473.04,-1,0,0
5730,0,-1305.06,1479.98,-1,0,0
5730,0,-1305.21,1479.98,-1,0,0
5730,0,69.6893,1481.93,-1,0,0
5730,0,-1305.02,1480.16,-1,0,0
5730,0,1061.99,1489.22,-1,0,0
5730,0,-239.248,1513.97,-1,0,0
5730,0,-783.039,1518.07,-1,0,0
5730,0,-782.872,1518.35,-1,0,0
5730,0,-1596.1,1519.08,-1,0,0
5730,0,-990.073,1522.15,-1,0,0
5730,0,-989.919,1522.17,-1,0,0
5730,0,1095.77,1536.89,-1,0,0
5730,0,1159.05,1543.16,-1,0,0
5730,0,-958.051,1554.99,-1,0,0
5730,0,64.794,1559.87,-1,0,0
5730,0,1134.14,1574.33,-1,0,0
5730,0,-1176.24,1579.91,-1,0,0
5730,0,1160.97,1583.12,-1,0,0
5730,0,-1053.21,1589.95,-1,0,0
5730,0,119.609,1603.8,-1,0,0
5730,0,1179.85,1607.09,-1,0,0
5730,0,-904.167,1608.84,-1,0,0
5730,0,118.727,1613.8,-1,0,0
5730,0,1176.87,1622.07,-1,0,0
5730,0,987.999,1763.2,-1,0,0
5730,0,-2310.19,1632.83,-1,0,1
5730,0,-2636.1,1632.97,-1,0,0
5730,0,-1951.11,1637.1,-1,0,0
5730,0,990.539,1776.6,-1,0,0
5730,0,-1006.08,1652.95,-1,0,0
5730,0,-1667.1,1653.97,-1,0,0
5730,0,-1380.1,1654.05,-1,0,0
5730,0,-966.055,1656.07,-1,0,0
5730,0,-674.128,1666.07,-1,0,0
5730,0,1289.95,1674.12,-1,0,0
5730,0,1272.77,1676.86,-1,0,0
5730,0,1235.87,1681.01,-1,0,0
5730,0,-68.3519,1684.66,-1,0,0
5730,0,210.564,1698.81,-1,0,0
5730,0,-1456.05,1703.09,-1,0,0
5730,0,-875.187,1710.83,-1,0,0
5730,0,-543.057,1711.02,-1,0,1
5730,0,-875.172,1711.04,-1,0,0
5730,0,-1136.24,1711.81,-1,0,1
5730,0,-684.156,1711.98,-1,0,0
5730,0,-1870.35,1714.81,-1,0,0
5730,0,1294.12,1721.13,-1,0,0
5730,0,-2377.02,1724.99,-1,0,0
5730,0,-950.041,1725,-1,0,0
5730,0,-1001.14,1725.04,-1,0,0
5730,0,-950.076,1725.12,-1,0,0
5730,0,-2377.05,1725.13,-1,0,0
5730,0,-794.149,1725.87,-1,0,0
5730,0,-794.127,1725.92,-1,0,0
5730,0,-929.761,1728.27,-1,0,0
5730,0,1344.75,1730.88,-1,0,0
5730,0,245.935,1734.1,-1,0,0
5730,0,1323.92,1746.08,-1,0,0
5730,0,506.782,1747.92,-1,0,0
5730,0,-1843.23,1753.94,-1,0,0
5730,0,581.984,1755.23,-1,0,0
5730,0,-1810.96,1756.11,-1,0,0
5730,0,-696.12,1758.88,-1,0,0
5730,0,-996.205,1759.9,-1,0,0
5730,0,-816.219,1759.91,-1,0,0
5730,0,-846.039,1760.03,-1,0,0
5730,0,-526.005,1760.05,-1,0,0
5730,0,-1846.25,1760.84,-1,0,0
5730,0,-1077.2,1760.88,-1,0,0
5730,0,-1460.22,1760.91,-1,0,0
5730,0,-1846.01,1761.01,-1,0,1
5730,0,-1846.19,1761.01,-1,0,0
5730,0,-2246.02,1761.01,-1,0,0
5730,0,-1460.08,1761.03,-1,0,1
5730,0,-1077.04,1761.07,-1,0,0
5730,0,-1846.09,1761.08,-1,0,0
5730,0,-1886.09,1761.09,-1,0,0
5730,0,1369.71,1767.76,-1,0,0
5730,0,-71.2578,1772.91,-1,0,0
5730,0,-675.056,1780.19,-1,0,0
5730,0,-1820.3,1793.72,-1,0,0
5730,0,1347.64,1800.77,-1,0,0
5730,0,1177.02,2037.17,-1,0,0
5730,0,-866.105,1821.01,-1,0,0
5730,0,91.9286,1823.07,-1,0,0
5730,0,91.8811,1822.89,-1,0,0
5730,0,-684.967,1828.18,-1,0,0
5730,0,-999.126,1829.04,-1,0,0
5730,0,1358.88,1830.98,-1,0,0
5730,0,1176.81,1922.95,-1,0,1
5730,0,652.933,1838.14,-1,0,0
5730,0,64.7324,1840.94,-1,0,0
5730,0,430.943,1843.03,-1,0,0
5730,0,1199.89,1946.01,-1,0,0
5730,0,379.982,1864.06,-1,0,0
5730,0,379.576,1874.67,-1,0,0
5730,0,1487.08,1888.18,-1,0,0
5730,0,-387.977,1891.2,-1,0,0
5730,0,-2072.28,1890.95,-1,0,0
5730,0,1446.83,1895,-1,0,0
5730,0,-986.149,1897.85,-1,0,0
5730,0,1278.04,2093.14,-1,0,0
5730,0,-373.086,1905.96,-1,0,0
5730,0,1472.82,1913.94,-1,0,0
5730,0,316.96,1914.13,-1,0,0
5730,0,1520.1,1914.23,-1,0,0
5730,0,-596.346,1916.72,-1,0,0
5730,0,-776.132,1920.88,-1,0,0
5730,0,-968.249,1925.88,-1,0,0
5730,0,-1102.17,1931.95,-1,0,0
5730,0,-738.087,1937,-1,0,0
5730,0,1517.06,1946.17,-1,0,0
5730,0,1312.11,2087.16,-1,0,0
5730,0,-891.046,1974.03,-1,0,0
5730,0,1343.91,2118.15,-1,0,0
5730,0,-2617.1,1984.93,-1,0,0
5730,0,-2617.23,1985,-1,0,0
5730,0,232.037,1985.15,-1,0,0
5730,0,250.882,2003.93,-1,0,0
5730,0,1472.97,2007.12,-1,0,0
5730,0,-800.025,2020.05,-1,0,0
5730,0,1448.65,2212.74,-1,0,0
5730,0,15.7372,2043.76,-1,0,0
5730,0,1604.75,2047.75,-1,0,1
5730,0,343.104,2074.35,-1,0,0
5730,0,582.975,2078.09,-1,0,0
5730,0,-1880.07,2082.94,-1,0,0
5730,0,-767.977,2097.24,-1,0,0
5730,0,1032.07,2097.13,-1,0,1
5730,0,15.9412,2109.95,-1,0,0
5730,0,-949.142,2109.96,-1,0,0
5730,0,-2414.23,2109.96,-1,0,0
5730,0,-1546.13,2109.99,-1,0,0
5730,0,-1546.15,2110,-1,0,0
5730,0,-1546.03,2110.15,-1,0,1
5730,0,1732.98,2117.07,-1,0,1
5730,0,1725.78,2126.81,-1,0,1
5730,0,-951.115,2126.94,-1,0,0
5730,0,-951.073,2126.95,-1,0,0
5730,0,-1160.29,2130.75,-1,0,0
5730,0,-1070.04,2130.97,-1,0,1
5730,0,653.841,2131.92,-1,0,0
5730,0,1068.01,2136.11,-1,0,0
5730,0,1726.71,2138.85,-1,0,0
5730,0,-484.099,2141.12,-1,0,1
5730,0,-1952.07,2152.95,-1,0,0
5730,0,-503.157,2154.88,-1,0,0
5730,0,-1310.96,2157.24,-1,0,0
5730,0,-1757.23,2157.99,-1,0,0
5730,0,-703.073,2158.03,-1,0,1
5730,0,1727.62,2175.82,-1,0,0
5730,0,1003.7,2176.72,-1,0,0
5730,0,15.7448,2178.81,-1,0,0
5730,0,1760.7,2185.73,-1,0,0
5730,0,1785.99,2187.17,-1,0,0
5730,0,1767.64,2205.83,-1,0,0
5730,0,255.787,2219,-1,0,0
5730,0,-184.13,2223.88,-1,0,0
5730,0,1793.69,2225.93,-1,0,1
5730,0,-450.014,2237.11,-1,0,0
5730,0,1574.22,2459.45,-1,0,0
5730,0,-2326.89,2240.15,-1,0,0
5730,0,-1254,2241.23,-1,0,0
5730,0,1828.94,2244.01,-1,0,0
5730,0,1177.1,2245.18,-1,0,0
5730,0,-907.134,2252.02,-1,0,0
5730,0,-1708.25,2254.76,-1,0,0
5730,0,-460.254,2256.96,-1,0,0
5730,0,768.044,2256.13,-1,0,1
5730,0,-308.159,2267.87,-1,0,0
5730,0,1621.87,2460.05,-1,0,0
5730,0,1830.95,2269.13,-1,0,0
5730,0,15.8109,2270.03,-1,0,0
5730,0,987.752,2270.89,-1,0,0
5730,0,219.946,2273.96,-1,0,0
5730,0,1624.89,2411.05,-1,0,0
5730,0,430.827,2275.05,-1,0,0
5730,0,-1988.14,2280.92,-1,0,0
5730,0,64.7227,2284.84,-1,0,0
5730,0,118.798,2308.05,-1,0,0
5730,0,-1960.45,2308.68,-1,0,0
5730,0,1710.68,2509.92,-1,0,0
5730,0,1906.9,2322.14,-1,0,0
5730,0,1702.93,2542.01,-1,0,0
5730,0,857.876,2336.07,-1,0,0
5730,0,1728.03,2481.13,-1,0,0
5730,0,1276.79,2344.8,-1,0,0
5730,0,588.939,2355.94,-1,0,0
5730,0,631.098,2362.1,-1,0,0
5730,0,436.837,2371.96,-1,0,1
5730,0,1711.66,2596.7,-1,0,0
5730,0,1318.59,2383.7,-1,0,1
5730,0,1753.77,2613.84,-1,0,0
5730,0,1984.91,2410.08,-1,0,1
5730,0,-342.021,2414.09,-1,0,0
5730,0,1176.64,2417.72,-1,0,1
5730,0,-79.1547,2422.05,-1,0,0
5730,0,-216.94,2426.11,-1,0,0
5730,0,-1659.96,2428.21,-1,0,0
5730,0,-356.024,2429.05,-1,0,1
5730,0,-1038.39,2429.62,-1,0,0
5730,0,506.686,2440.8,-1,0,0
5730,0,-599.11,2442.95,-1,0,0
5730,0,-148.109,2452.95,-1,0,0
5730,0,1913.74,2455.94,-1,0,0
5730,0,-721.215,2460.03,-1,0,0
5730,0,2106.96,2462.17,-1,0,1
5730,0,1311.88,2462.98,-1,0,0
5730,0,989.924,2467.96,-1,0,0
5730,0,1828.93,2676.02,-1,0,0
5730,0,-1531.01,2471.17,-1,0,0
5730,0,1840.96,2688.07,-1,0,0
5730,0,-172.179,2486.93,-1,0,0
5730,0,-86.0839,2490.16,-1,0,1
5730,0,813.804,2491.01,-1,0,0
5730,0,15.5891,2495.71,-1,0,0
5730,0,1318.83,2497.92,-1,0,0
5730,0,536.859,2500.03,-1,0,0
5730,0,2117.66,2500.77,-1,0,1
5730,0,119.854,2503.88,-1,0,0
5730,0,909.552,2506.62,-1,0,0
5730,0,208.116,2513.36,-1,0,0
5730,0,750.832,2516.03,-1,0,0
5730,0,1899.15,2731.32,-1,0,0
5730,0,-356.007,2528.03,-1,0,0
5730,0,-331.895,2529.26,-1,0,0
5730,0,2096.03,2534.27,-1,0,0
5730,0,2109.84,2550.86,-1,0,0
5730,0,-1012.06,2555.14,-1,0,0
5730,0,1949.1,2703.34,-1,0,0
5730,0,2169.59,2571.65,-1,0,0
5730,0,-1013.19,2580.01,-1,0,0
5730,0,-544.118,2583.93,-1,0,0
5730,0,-2225.16,2587.89,-1,0,0
5730,0,-6.11312,2590.9,-1,0,1
5730,0,-900.38,2594.7,-1,0,0
5730,0,476.935,2598.06,-1,0,0
5730,0,2019.92,2797.13,-1,0,0
5730,0,989.744,2617.99,-1,0,1
5730,0,2207.02,2619.06,-1,0,0
5730,0,-267.117,2626.9,-1,0,1
5730,0,321.952,2634.16,-1,0,0
5730,0,-576.053,2635.06,-1,0,0
5730,0,548.889,2637.02,-1,0,0
5730,0,2266.74,2650.83,-1,0,0
5730,0,719.832,2653.85,-1,0,0
5730,0,22.7786,2657.84,-1,0,0
5730,0,2.9917,2661.2,-1,0,1
5730,0,1603.58,2671.66,-1,0,0
5730,0,75.6778,2672.84,-1,0,0
5730,0,1653.95,2673.04,-1,0,0
5730,0,96.6963,2673.77,-1,0,0
5730,0,469.885,2676,-1,0,0
5730,0,505.972,2681.14,-1,0,0
5730,0,759.256,2689.45,-1,0,0
5730,0,89.8261,2691.06,-1,0,0
5730,0,65.0927,2690.22,-1,0,0
5730,0,-1904.84,2697.34,-1,0,1
5730,0,-582.169,2708.95,-1,0,0
5730,0,-179.767,2714.26,-1,0,0
5730,0,761.88,2721.89,-1,0,0
5730,0,65.8964,2724.98,-1,0,0
5730,0,-968.945,2729.14,-1,0,0
5730,0,737.972,2744.06,-1,0,0
5730,0,90.8363,2748.88,-1,0,0
5730,0,-1851.13,2751.04,-1,0,0
5730,0,145.939,2753.06,-1,0,0
5730,0,1339.64,2754.78,-1,0,0
5730,0,998.176,2765.2,-1,0,0
5730,0,1014.88,2767.96,-1,0,1
5730,0,288.051,2768.16,-1,0,0
5730,0,479.939,2785.03,-1,0,0
5730,0,2384.01,2788.05,-1,0,0
5730,0,-1154.18,2788.88,-1,0,0
