163 43 14 10 4 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
256 85 29 16 12 4 4 2 2 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
139 41 18 12 10 4 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
67 36 16 11 6 3 5 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
37 11 9 7 0 0 0 2 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 4 5 3 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 13 7 3 3 2 5 1 1 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147 77 52 34 38 25 16 18 10 7 6 8 7 4 3 3 1 1 3 0 4 2 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
169 129 105 69 57 43 35 35 27 18 15 10 13 5 5 2 11 6 1 7 2 4 4 4 1 1 2 2 2 0 1 2 1 0 0 0 1 0 1 0 2 0 0 0 0 2 0
87 56 55 41 32 31 23 16 21 18 11 14 15 3 4 7 5 4 3 5 7 5 1 1 1 4 2 2 4 2 0 3 1 1 1 0 0 1 0 0 0 2 1 1 0 0 0
39 53 31 21 20 14 14 12 9 5 5 7 10 5 2 7 4 5 2 0 3 4 3 0 3 5 1 3 1 2 0 0 2 1 0 2 2 0 1 0 0 1 0 0 0 1 0
28 20 18 16 14 7 9 16 4 2 3 4 3 4 3 5 8 3 5 3 3 4 3 0 1 1 0 0 2 2 3 0 0 0 2 1 1 1 2 0 0 1 0 1 0 0 0
18 10 8 9 6 12 3 3 2 5 0 5 3 2 4 3 3 4 3 1 1 0 1 1 0 2 0 0 0 1 0 1 2 0 2 0 0 2 0 0 0 0 0 1 0 0 0
22 18 12 12 6 9 7 9 5 4 6 9 4 6 4 8 2 3 4 3 0 2 0 3 1 0 1 0 2 1 2 1 1 1 4 1 1 1 0 0 0 0 0 2 0 0 0
51 7 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
