Herd, Vaccinated, Birth_time, Death_time, Vaccination_time, Reactor, VL
6247,0,-18.2166,885.881,-1,0,0
6247,0,185.911,598.927,-1,0,1
6247,0,-19.2378,813.769,-1,0,0
6247,0,-19.2238,813.814,-1,0,0
6247,0,145.826,603.058,-1,0,0
6247,0,-26.1419,686.051,-1,0,0
6247,0,-166.094,720.066,-1,0,0
6247,0,-166.227,808.999,-1,0,0
6247,0,-166.028,720.016,-1,0,0
6247,0,-26.0939,713.002,-1,0,0
6247,0,-28.0529,788.127,-1,0,0
6247,0,-28.1519,787.851,-1,0,0
6247,0,-29.0214,810.144,-1,0,0
6247,0,37.9736,748.019,-1,0,0
6247,0,38.0292,730.032,-1,0,0
6247,0,75.9609,973.973,-1,0,0
6247,0,211.868,678.06,-1,0,0
6247,0,75.1115,816.123,-1,0,0
6247,0,-156.084,699.083,-1,0,0
6247,0,-136.138,762.061,-1,0,0
6247,0,-163.211,719.819,-1,0,0
6247,0,-154.134,755.027,-1,0,0
6247,0,-154.037,755.14,-1,0,0
6247,0,-154.117,755.08,-1,0,0
6247,0,-154.099,755.111,-1,0,0
6247,0,24.8191,862.916,-1,0,0
6247,0,37.6034,875.776,-1,0,0
6247,0,196.04,995.1,-1,0,0
6247,0,211.872,949.891,-1,0,0
6247,0,75.0869,974.136,-1,0,0
6247,0,185.9,1085.11,-1,0,0
6247,0,504.689,918.768,-1,0,0
6247,0,506.078,938.089,-1,0,0
6247,0,526.893,940.1,-1,0,0
6247,0,513.857,1281.9,-1,0,0
6247,0,543.003,962.147,-1,0,0
6247,0,486.85,971.911,-1,0,0
6247,0,373.878,1098.04,-1,0,0
6247,0,516.762,976.981,-1,0,0
6247,0,527.051,987.285,-1,0,0
6247,0,602.999,1012.23,-1,0,0
6247,0,421.94,1209,-1,0,0
6247,0,585.989,1043.12,-1,0,0
6247,0,584.001,1051.23,-1,0,0
6247,0,468.018,1147.17,-1,0,0
6247,0,568.746,1053.97,-1,0,1
6247,0,451.957,1267.96,-1,0,0
6247,0,595.959,1446.17,-1,0,0
6247,0,486.025,1164.14,-1,0,0
6247,0,586.083,1071.23,-1,0,0
6247,0,487.097,1166.17,-1,0,0
6247,0,608.861,1075.95,-1,0,0
6247,0,474.86,1360.98,-1,0,0
6247,0,678.02,1087.05,-1,0,0
6247,0,493.022,1326.05,-1,0,0
6247,0,515.978,1254.1,-1,0,0
6247,0,487.099,1226.15,-1,0,0
6247,0,514.012,1305.05,-1,0,0
6247,0,515.754,1325.84,-1,0,0
6247,0,374.825,1280.95,-1,0,0
6247,0,515.841,1377.07,-1,0,0
6247,0,397.857,1303.91,-1,0,0
6247,0,597.903,1128.97,-1,0,0
6247,0,716.991,1139.01,-1,0,0
6247,0,735.083,1145.3,-1,0,0
6247,0,735.09,1154.28,-1,0,0
6247,0,583.957,1383.02,-1,0,0
6247,0,598.922,1409.09,-1,0,0
6247,0,584.986,1297.16,-1,0,0
6247,0,607.016,1417.08,-1,0,0
6247,0,609.003,1319.2,-1,0,0
6247,0,593.893,1409.98,-1,0,0
6247,0,83.9989,1206.17,-1,0,0
6247,0,598.111,1302.12,-1,0,0
6247,0,610.178,1508.32,-1,0,0
6247,0,636.141,1328.28,-1,0,0
6247,0,439.184,1322.42,-1,0,0
6247,0,684.002,1388.01,-1,0,0
6247,0,-4062.24,1302.98,-1,0,0
6247,0,-4062.02,1303.22,-1,0,0
6247,0,1270.02,1320.27,-1,0,0
6247,0,719.771,1605.99,-1,0,0
6247,0,624.048,1522.12,-1,0,0
6247,0,607.152,1490.31,-1,0,0
6247,0,764.001,1488.23,-1,0,0
6247,0,940.009,1366.25,-1,0,0
6247,0,790.201,1589.21,-1,0,0
6247,0,781.425,1685.53,-1,0,0
6247,0,961.12,1387.16,-1,0,0
6247,0,974.1,1443.14,-1,0,0
6247,0,1042.89,1451.93,-1,0,0
6247,0,735.025,1644.04,-1,0,0
6247,0,734.883,1572.97,-1,0,0
6247,0,-3107.18,1474.91,-1,0,0
6247,0,-3097.12,1475.1,-1,0,0
6247,0,1072.14,1477.33,-1,0,0
6247,0,1022.06,1489.21,-1,0,0
6247,0,776.744,1674.76,-1,0,0
6247,0,-1633.16,1496.04,-1,0,0
6247,0,-1633.1,1496.13,-1,0,0
6247,0,1064.19,1521.26,-1,0,0
6247,0,1102.03,1530.28,-1,0,0
6247,0,-3125.14,1543.94,-1,0,0
6247,0,-3125,1544,-1,0,0
6247,0,-4037.1,1544.08,-1,0,0
6247,0,-4056.01,1545.15,-1,0,0
6247,0,1070.18,1549.41,-1,0,0
6247,0,1087.01,1937.05,-1,0,0
6247,0,-3116.22,1557.8,-1,0,0
6247,0,-3116.11,1558.13,-1,0,0
6247,0,1098.09,1558.3,-1,0,0
6247,0,961.941,1703.08,-1,0,0
6247,0,976.899,1700.93,-1,0,0
6247,0,-4016.08,1585.95,-1,0,0
6247,0,918.575,1763.63,-1,0,0
6247,0,987.144,1873.28,-1,0,0
6247,0,1011.9,1827.92,-1,0,0
6247,0,1208.3,1621.47,-1,0,0
6247,0,1138.89,1980.08,-1,0,0
6247,0,808.149,1691.17,-1,0,0
6247,0,-1988.04,1650.02,-1,0,0
6247,0,-1988.08,1650.15,-1,0,0
6247,0,1050.9,2026.13,-1,0,0
6247,0,1234.13,1661.37,-1,0,0
6247,0,-1142.18,1665.82,-1,0,0
6247,0,-1142.13,1666.08,-1,0,0
6247,0,937.915,1837.08,-1,0,0
6247,0,1194.96,1680.03,-1,0,0
6247,0,-3109.07,1691.03,-1,0,0
6247,0,1093.87,1925.07,-1,0,0
6247,0,1102.98,2078.11,-1,0,0
6247,0,1294.28,1726.38,-1,0,0
6247,0,1126.11,1965.19,-1,0,0
6247,0,1726.21,1736.36,-1,0,0
6247,0,1145.12,1884.19,-1,0,0
6247,0,1326.83,1753.93,-1,0,0
6247,0,1169.08,1908.25,-1,0,0
6247,0,-1142.19,1783.94,-1,0,0
6247,0,-1142.19,1783.95,-1,0,0
6247,0,-1142.07,1783.98,-1,0,0
6247,0,1206.04,1916.12,-1,0,0
6247,0,1082,1991.04,-1,0,0
6247,0,1092,1998.04,-1,0,0
6247,0,-492.1,1832.98,-1,0,0
6247,0,-492.112,1833,-1,0,0
6247,0,-2164.19,1841.01,-1,0,0
6247,0,1128.75,2027.77,-1,0,0
6247,0,1154.05,2052.1,-1,0,0
6247,0,1302.84,2133.96,-1,0,0
6247,0,1192,2097.15,-1,0,0
6247,0,1192.93,2101.94,-1,0,0
6247,0,1203.05,2112.29,-1,0,0
6247,0,1474.06,1943.3,-1,0,0
6247,0,-4272.18,1952.99,-1,0,0
6247,0,1366.1,2153.32,-1,0,0
6247,0,1496.13,1981.14,-1,0,0
6247,0,1375.17,2116.22,-1,0,0
6247,0,1379.49,2118.7,-1,0,0
6247,0,1521.08,2371.28,-1,0,0
6247,0,1589.81,2008.91,-1,0,0
6247,0,1585.78,2012.92,-1,0,0
6247,0,1558.01,2027.12,-1,0,0
6247,0,1558.26,2043.46,-1,0,0
6247,0,1650.03,2055.07,-1,0,0
6247,0,1555.14,2055.26,-1,0,0
6247,0,1570.91,2056.02,-1,0,0
6247,0,1639.14,2058.17,-1,0,0
6247,0,1594.36,2435.48,-1,0,0
6247,0,1489.13,2213.3,-1,0,0
6247,0,1620.95,2089.99,-1,0,0
6247,0,-1399.92,2096.15,-1,0,0
6247,0,-2130.8,2107.26,-1,0,0
6247,0,1621.34,2462.51,-1,0,0
6247,0,1701.1,2123.2,-1,0,0
6247,0,1387.04,2225.05,-1,0,0
6247,0,1543.87,2375.01,-1,0,0
6247,0,1665.62,2519.7,-1,0,0
6247,0,1577.06,2315.16,-1,0,0
6247,0,1549.4,2380.44,-1,0,0
6247,0,1783.82,2198.01,-1,0,0
6247,0,1474.78,2380.88,-1,0,0
6247,0,1470.1,2308.13,-1,0,0
6247,0,1493.75,2396.93,-1,0,0
6247,0,1690.85,2221.88,-1,0,0
6247,0,1649.9,2328.02,-1,0,0
6247,0,-1765.91,2239.1,-1,0,0
6247,0,1661.35,2460.57,-1,0,0
6247,0,1839.96,2258.98,-1,0,0
6247,0,1665.96,2267.11,-1,0,0
6247,0,1783.8,2637.84,-1,0,0
6247,0,2221.75,2271.91,-1,0,0
6247,0,-1221.19,2275.02,-1,0,0
6247,0,1817,2286.13,-1,0,0
6247,0,1783.86,2642.98,-1,0,0
6247,0,-3700.13,2298.92,-1,0,0
6247,0,1710,2614.25,-1,0,0
6247,0,-3688.83,2310.39,-1,0,0
6247,0,-3812.15,2319.07,-1,0,0
6247,0,1736.22,2527.26,-1,0,0
6247,0,1736.34,2489.53,-1,0,0
6247,0,1861.96,2712.06,-1,0,0
6247,0,1753.74,2584.99,-1,0,0
6247,0,1530.08,2413.22,-1,0,0
6247,0,1909.96,2362.11,-1,0,1
6247,0,1792.26,2583.43,-1,0,0
6247,0,1775.89,2592.01,-1,0,0
6247,0,1671.09,2526.28,-1,0,0
6247,0,1952.97,2419.09,-1,0,0
6247,0,2012.75,2444.99,-1,0,0
6247,0,1871.44,2624.53,-1,0,0
6247,0,1989.33,2474.49,-1,0,0
6247,0,2055.19,2482.33,-1,0,0
6247,0,2026.96,2877.06,-1,0,0
6247,0,1752.26,2635.5,-1,0,0
6247,0,2081.42,2508.42,-1,0,0
6247,0,1910.16,2808.38,-1,0,0
6247,0,-1684.17,2554.02,-1,0,0
6247,0,-1676.89,2561.13,-1,0,0
6247,0,-3660.22,2564.99,-1,0,0
6247,0,1832.35,2738.5,-1,0,0
6247,0,1966.3,2678.42,-1,0,0
6247,0,2057.92,2589.12,-1,0,1
6247,0,1986.6,2690.72,-1,0,0
6247,0,-2586.1,2622.02,-1,0,0
6247,0,-2586.04,2622.09,-1,0,0
6247,0,2202.93,2630.16,-1,0,0
6247,0,2238.19,2651.36,-1,0,0
6247,0,2043.25,2784.46,-1,0,0
6247,0,2054.94,2891.16,-1,0,0
6247,0,1832.88,2715.97,-1,0,0
6247,0,2197.9,3047.99,-1,0,0
6247,0,2258.81,2668.93,-1,0,0
6247,0,2008.66,2853.89,-1,0,0
6247,0,2089.23,2993.38,-1,0,0
6247,0,2089.78,2794.02,-1,0,0
6247,0,2318.11,2737.27,-1,0,0
6247,0,2323.3,2737.44,-1,0,0
6247,0,-2090.86,2759.28,-1,0,0
6247,0,-22.1645,2785.9,-1,0,0
6247,0,-1755.21,2826.98,-1,0,0
6247,0,2289.03,3130.06,-1,0,0
6247,0,2385.08,2795.21,-1,0,0
6247,0,2330.25,2815.32,-1,0,0
6247,0,31.8886,2840.04,-1,0,0
6247,0,40.1975,2848.29,-1,0,0
6247,0,-2536.09,2829,-1,0,0
6247,0,2361.98,2831.16,-1,0,0
6247,0,2246.23,3056.43,-1,0,0
6247,0,2233.92,3067.05,-1,0,0
6247,0,2107.24,3016.43,-1,0,0
6247,0,2361.31,3202.44,-1,0,0
6247,0,2444.91,2867.02,-1,0,0
6247,0,2408.15,2874.3,-1,0,0
6247,0,2267.09,2971.24,-1,0,0
6247,0,2274.85,2986.86,-1,0,0
6247,0,2309.35,2988.53,-1,0,0
6247,0,-1636.18,3033.04,-1,0,0
6247,0,585.219,2910.4,-1,0,0
6247,0,-2813.32,2911.69,-1,0,0
6247,0,2495,2922.08,-1,0,0
6247,0,2474.33,2934.55,-1,0,0
6247,0,-2790.07,2934.94,-1,0,0
6247,0,2219.09,3118.19,-1,0,0
6247,0,-2769.13,2956.08,-1,0,0
6247,0,2376.09,3115.12,-1,0,0
6247,0,2508.23,2987.36,-1,0,0
6247,0,-1794.87,2992.24,-1,0,0
6247,0,2418.99,3317.06,-1,0,0
6247,0,2560.97,3028.09,-1,0,0
6247,0,2596.89,3049.03,-1,0,0
6247,0,2572.44,3426.52,-1,0,0
6247,0,2629.93,3062.04,-1,0,0
6247,0,2573.34,3432.45,-1,0,0
6247,0,2482.12,3206.21,-1,0,0
6247,0,2010.35,3132.47,-1,0,0
6247,0,2668.91,3522.93,-1,0,0
6247,0,2621.84,3437.97,-1,0,0
6247,0,3231.13,3241.37,-1,0,0
6247,0,2828.98,3243.05,-1,0,0
6247,0,-1267.32,3304.92,-1,0,0
6247,0,2831.08,3258.3,-1,0,0
6247,0,2662.03,3566.2,-1,0,0
6247,0,-415.902,3272.24,-1,0,0
6247,0,2874.08,3283.28,-1,0,0
6247,0,2700.06,3491.11,-1,0,0
6247,0,2621.97,3467.09,-1,0,0
6247,0,2877.04,3296.08,-1,0,0
6247,0,3296,3306.1,-1,0,0
6247,0,-2140.96,3457.12,-1,1,1
6247,0,-1175.95,3396.28,-1,1,0
6247,0,-2336.95,3388.28,-1,1,1
6247,0,-1084.11,3488.02,-1,1,1
6247,0,-2280.72,3444.48,-1,1,1
6247,0,3154.77,3945.99,-1,1,1
6247,0,1133.89,3942.06,-1,1,1
6247,0,74.7126,5397.91,-1,1,0
6247,0,-305.833,4350.2,-1,1,1
6247,0,-1510.94,4488.3,-1,1,1
6247,0,2333.99,5644.22,-1,1,0
6247,0,1094.04,6302.16,-1,1,1
6247,0,2156.49,7364.65,-1,1,1
6247,0,2270.12,7473.37,-1,1,1
