"","pT","pFP","pTs","pFPs","TO","beta","q","X1","X2","X4","pC","pRI"
"1",0.626597900870669,8.54407210729143e-05,0.88035253289,0.00138856588992743,0.00826963202983068,0.00611242590302589,0.470675595451523,5.12115207600403e-06,5.12335115385331e-06,2.75564584731125e-06,0.131613780049757,0.0319515567689379
"2",0.662450232752344,4.290823939791e-05,0.848526701707544,0.000132502513249164,0.21737293566073,0.00608840371701902,0.434878226973367,4.22418215045122e-06,3.25294352705537e-06,8.66127760324575e-07,0.226817947684175,0.0365043193252444
"3",0.561745872573142,1.70411569682225e-06,0.616910302079523,1.14420940024267e-05,0.000637443864336191,0.00466840218503105,0.464258275672849,7.16596776254608e-06,3.77068686626929e-06,1.14656381035024e-06,0.194415349808571,0.0249784873365746
"4",0.657333073640386,1.01383139764997e-05,0.900258799430224,0.00135102011852344,8.05037980958257e-05,0.0051699936657945,0.4437883820828,7.94815238984334e-06,4.67081696000355e-06,1.84662657822455e-06,0.255366395424419,0.073248239680844
"5",0.595187860596942,7.97052808458209e-05,0.695699585312159,0.000120561735092975,0.000166445652587516,0.00439353501433746,0.39880290538343,6.20864034988874e-06,4.14942148084256e-06,1.99812424931095e-06,0.242689902309959,0.067436346451022
"6",0.600163155497198,3.30794911094522e-06,0.810690531498908,6.57615950231701e-06,7.14897312129162e-05,0.00504509777562394,0.222322131791683,8.87306715480082e-06,7.47378022862506e-06,2.16371471319545e-06,0.249270050973379,0.0543685868532454
"7",0.7613380516769,0.000127274112103678,0.914124115412384,0.000195465142723974,0.00193638346394617,0.00621757949093266,0.220794821552598,7.84348695710552e-06,5.54573007742917e-06,1.77658982516412e-06,0.228019814108261,0.0680927757415328
"8",0.820902964830131,5.3610425160002e-05,0.921116056789379,0.000121000289129537,0.0754561218930467,0.0041076177672888,0.168436405994822,7.81398654327722e-06,4.23145431116988e-06,2.11038437353033e-06,0.159635727884021,0.0507703712567809
"9",0.571495490941948,2.29667431514322e-05,0.778924594693922,0.000192848734982746,0.0120969652993501,0.00675363065803559,0.507445305485766,9.1637755483696e-06,4.0492779826876e-06,1.44354946439815e-06,0.17938874150858,0.0422635522630309
"10",0.784746930474027,3.12606641508884e-05,0.923402038421756,7.22335297327353e-05,0.109179986234591,0.00515712260849747,0.237609903826179,6.89291552464203e-06,4.78979038750092e-06,1.4223248921291e-06,0.22079399656766,0.0489312910994828
"11",0.699580675179925,1.7018495313379e-06,0.874400784388964,0.000115635297749217,0.0496455073255887,0.00378201897307389,0.0598274150287425,8.66695645447763e-06,5.18749573177483e-06,2.31052426858355e-06,0.123376095116977,0.0348813065242288
"12",0.838057862779279,2.10964470648723e-05,0.880456472561194,0.000290844256085702,0.00600449430331796,0.00577126624590627,0.0431455738185721,5.16503859677484e-06,5.72728421471365e-06,2.65649319432124e-06,0.179201022731394,0.0465541573132335
"13",0.826655780857781,0.000279172711151679,0.932842861431395,0.000496723971743938,0.00245097365978786,0.00685313566348293,0.0636195166145836,7.25194908616057e-06,4.47433563138854e-06,1.49905015309339e-06,0.249118009002332,0.0779143610821284
"14",0.876994352200992,7.58291365093186e-05,0.889774217789715,0.00105483512206009,0.0134200544137607,0.00445667009292101,0.00777414234465366,7.9962666491263e-06,5.14585818916888e-06,1.6909788730842e-06,0.155955875100071,0.0344435459943014
"15",0.543517819765688,3.31302316003129e-05,0.630550524176684,0.000194488328013566,0.0350636404534367,0.00511220032878418,0.0374960642318242,7.35664295811646e-06,4.65065447410888e-06,1.89287573295916e-06,0.135080578039979,0.038989688996574
"16",0.798508822923152,0.000194083027607339,0.81370967688994,0.000383411469509488,0.0572330342329349,0.00510827085953977,0.525448300164043,5.55399781981109e-06,4.39376162514388e-06,2.73275969949536e-06,0.181232417916553,0.0785257693429864
"17",0.774669360611476,0.000103044763870465,0.958877759791163,0.000475640153898364,0.0181594753246072,0.00559277643292811,0.17456789104754,5.95409188396204e-06,4.91268741851817e-06,1.60940431052319e-06,0.280436144727646,0.0758568500384469
"18",0.673921568796783,4.27841365813948e-06,0.78003622042899,2.61397441191947e-05,0.0921394494968325,0.00451249229635975,0.169458743909041,1.18167454005273e-05,5.6361411247581e-06,1.31067007219223e-06,0.186695166478564,0.0392339721306374
"19",0.720409068762784,5.20034763427702e-05,0.936505325607579,0.000107965472937434,0.0773190472749679,0.00604617571002677,0.0772411134305771,9.06639181057603e-06,3.84610515369697e-06,1.29606484129253e-06,0.176130897710257,0.0596824012175073
"20",0.748698284068875,1.46832725773557e-05,0.788301537156104,0.000600723700257305,0.000439430660315107,0.00645857883876186,0.135753587424196,6.02905166635486e-06,4.22028973559789e-06,9.41828286598846e-07,0.228391862567247,0.0324115914586339
