"","pT","pFP","pTs","pFPs","TO","beta","q","X1","X2","X4","pRI"
"1",0.397534696579867,0.000177541885320665,0.771286494778136,0.000265801241037535,0.139485879919237,0.00183795829499794,0.443955825816982,1.44948079461338e-05,5.76159211707739e-06,2.08534898462883e-06,0.420328925139195
"2",0.522944472656409,0.000169046897195785,0.583969740724152,0.000532289424362185,0.13823501982496,0.00325720811892209,0.549748155748731,4.01338299254277e-06,5.37953589774654e-06,1.51031642355717e-06,0.754865193117954
"3",0.41335799509346,0.000136501020284901,0.649931484654781,0.000918036530552057,0.166153943807789,0.00024958543435487,0.525767841810742,1.43065675570906e-05,8.55684635129489e-06,4.38940315009455e-06,0.444274505524698
"4",0.571332232012697,0.000176468888013846,0.614308272558825,0.000547752917862535,0.0825761928992615,0.00275237529008922,0.89909844112824,5.57469826724838e-06,5.29881150341462e-06,1.2228686323052e-06,0.807939013526041
"5",0.784467336817288,0.000159160955024515,0.7941744440446,0.000617835061329369,0.0283804708182518,0.00410025652621037,0.723275021303697,6.98158372658272e-06,4.19902747637173e-06,2.42025874368047e-06,0.804632627592143
"6",0.643124136289976,0.000100271414366512,0.770413197047129,0.000455480354233074,0.276703248097005,0.00285228626226449,0.863820055514116,8.21058293608069e-06,5.04163464979989e-06,2.92811163294055e-06,0.583279406896726
"7",0.716120812426898,0.00020292056387561,0.980548190983877,0.000552789873590233,0.201373090830122,0.00265852416570506,0.601783138971817,1.17075385085157e-05,6.26045268406113e-06,1.67188898438277e-06,0.655824095096585
"8",0.493883977587377,0.000239655413136188,0.550632509697143,0.000538681232404773,0.327533514407767,0.00227880698547824,0.777724178813162,1.45853690272794e-05,5.12536057894175e-06,1.85596157723721e-06,0.545482577845182
"9",0.386166407166607,0.000124309974685575,0.584047975129861,0.000770614165236092,0.0881430231544725,0.00110661556154539,0.473237383249276,9.04064953074343e-06,9.71398985676411e-06,3.71961032700584e-06,0.472172914710042
"10",0.380826156624265,7.41366468840288e-05,0.905933636981039,0.000533448934498582,0.0872878009005499,0.00131598704148333,0.564797562910374,1.08815905807189e-05,3.83410544462437e-06,2.22844563454743e-06,0.53071507164755
"11",0.43868362302012,0.000213366545222789,0.741185465791048,0.000975472477797563,0.135750893147436,0.000618074006900321,0.712500523040519,1.32415559332486e-05,5.4573937021653e-06,3.17402072101167e-06,0.259971650793586
"12",0.454947732047305,0.000190437736617344,0.867529515787549,0.000789808869639638,0.346562692016306,0.00231906050075869,0.920243921672205,1.06245252238791e-05,3.54843955299096e-06,1.82473466795046e-06,0.743068302111923
"13",0.618200431056011,6.82860341506995e-06,0.920144778839487,0.00089060286515476,0.241446681576554,0.00175824690488553,0.885468170797691,9.68133350487136e-06,7.316680783514e-06,2.14325959166446e-06,0.49746510594826
"14",0.645354684123403,0.000245093947728856,0.930424382106326,0.000775018890311572,0.071786525814399,0.00225830494053872,0.866681657495154,5.17732205768301e-06,2.8637434429103e-06,1.09847514582003e-06,0.594646165418534
"15",0.174072199893487,0.00017585590250226,0.396394531351104,0.00039096366908926,0.169482843632008,0.00117828750838904,0.751032298339209,1.69780698836113e-05,5.57101507181863e-06,1.485998336526e-06,0.259646865838837
"16",0.485890693216417,0.000298571200607434,0.962519324091391,0.000350336173535931,0.122132331947317,0.00248634168627508,0.639207960830266,6.9809412871954e-06,2.67735906232185e-06,1.03114064745126e-06,0.373797818747667
"17",0.353298003884701,1.95531482791953e-05,0.818284056472592,0.000116853573691948,0.118418597748475,0.00110737821727277,0.693349053511717,1.02355867233729e-05,7.68707316405286e-06,3.22674119765219e-06,0.367290678773242
"18",0.441408104087428,0.000233800163550449,0.689823144587041,0.000514849370105717,0.143620944864933,0.0016049549062385,0.91002148274617,1.20791129106061e-05,5.02335346289043e-06,1.41890452125694e-06,0.353969873793432
"19",0.507110642886062,5.34859300747265e-05,0.763479758015082,0.000789220615067766,0.205944185244502,0.00170483111350075,0.805446761493902,1.05954977778871e-05,2.57841052070067e-06,1.95706893371149e-06,0.404366336661172
"20",0.500912024488035,0.000265608424457458,0.979024425567462,0.000296365534391267,0.0155986417565779,0.00231949321645793,0.652054206303754,7.71114359105725e-06,4.41162487944465e-06,1.56540314918345e-06,0.772718686607918
"21",0.453877387455695,8.51453784299828e-05,0.562708191428181,0.000615521884596598,0.0098307038416556,0.00121280319621121,0.58847728282133,9.25050252270731e-06,7.52241744784624e-06,3.4562457091192e-06,0.661411071671927
"22",0.534932715949048,0.000161625641793507,0.751394958206155,0.000959629097987744,0.0753852574666956,0.00216353861066953,0.574566107239355,6.49866981106095e-06,3.26614593494407e-06,1.85777944704794e-06,0.739812540824538
"23",0.359602028255269,2.4061268626035e-05,0.482106118939515,0.000501647528462746,0.241496114109167,0.00145106571267866,0.498923842114359,9.59256328596614e-06,5.66116934590407e-06,3.22818359485384e-06,0.642141039751609
"24",0.538641964736489,0.000211648551543232,0.791980447133171,0.000376470426521454,0.181388345046955,0.00298116336482292,0.882488675540017,7.77851583849703e-06,4.73690752094065e-06,2.69676133276982e-07,0.709540244618496
"25",0.736279493314063,0.000283988966457228,0.91580203715157,0.00062627759461501,0.263183564127176,0.0027276023237597,0.502719576651619,7.6417651801548e-06,1.3674255332287e-06,1.76273698924349e-06,0.977403403996561
"26",0.44767971440352,0.000200496928159945,0.83207443239707,0.00043196448107836,0.294465654799174,0.00125697883871327,0.643043086453916,1.03329613727369e-05,8.109135879159e-06,3.14783815323219e-06,0.608837422453791
"27",0.443204449449122,2.31563517697589e-05,0.82579170198932,0.000356284297544231,0.0695977113167316,0.00107776280666562,0.366785192201978,9.47441422794146e-06,6.43716681659377e-06,2.4498677802097e-06,0.449220404379885
"28",0.459705671214858,0.000206862379703542,0.942041936630915,0.000766279876252723,0.022628963596624,0.00253730023762551,0.569967833729045,4.45574350987562e-06,6.51734394840334e-06,1.21441661683588e-06,0.546305423322588
"29",0.34973500621085,0.000255329050574654,0.683975338188877,0.000283917332693032,0.112785269593694,0.00219822683020548,0.502655794372662,1.10197448908952e-05,3.37990394806751e-06,2.58529789911695e-06,0.444852645507571
"30",0.702141366931527,2.67461113169963e-05,0.807003495653965,0.000756617043355159,0.198070876511595,0.00130362628373714,0.502168201493648,7.21102208148502e-06,4.6912228154412e-06,1.81011817410218e-06,0.523103259962721
"31",0.638635276612587,0.000279318913234132,0.787729543511879,0.000333922253677879,0.0748618596649331,0.002832924790408,0.528730933756564,3.57388685335471e-06,4.36466922625685e-06,2.87848327026646e-06,0.564045100427789
"32",0.255324437102648,8.01007321754345e-05,0.903196320540236,0.000783515610793021,0.128671549735348,0.000969216297334769,0.443553468843932,1.79708964012564e-05,7.95145020776979e-06,2.94718191370863e-06,0.302156920366345
"33",0.644246405182766,2.45373332301867e-05,0.709092088506363,0.000171239702819937,0.127325297987815,0.0029916545434458,0.707127030543683,4.1070794011807e-06,5.23439896630827e-06,2.21560055727153e-06,0.798002502835414
"34",0.182541279793582,8.03731710024875e-05,0.313466744849783,0.000123347948427675,0.281228004586491,0.000500262845781338,0.555432340418218,1.78573728984231e-05,1.75091789462735e-05,4.2281095600951e-06,0.208451122502935
"35",0.562202076295714,0.000156014725808935,0.595025997133113,0.000957864611287474,0.00755596856546235,0.00227350224316075,0.7701194173295,6.31937768954194e-06,3.12056899249e-06,1.92062588144259e-06,0.746497501599835
"36",0.397874896469214,0.000245630463620288,0.502526983194035,0.000556801256286447,0.275124997041325,0.00114870618764036,0.503922212412825,1.37352940245944e-05,7.80524295520566e-06,4.43308059821855e-06,0.315778789987615
"37",0.447826890294576,0.000224061951366573,0.588423117266003,0.000464139783328576,0.0358114928622058,0.00118574690720402,0.726462018467445,1.06456368978213e-05,8.15798223059357e-06,1.78369453145352e-06,0.454964822471897
"38",0.363126946225273,0.000101313494795799,0.830475083723848,0.000403345341712756,0.252255041382617,0.00189946120983398,0.559070301849785,1.31299108919136e-05,6.28992913570802e-06,2.88706844151498e-06,0.381334093095016
"39",0.688993872050227,0.000104363032729095,0.884597219413739,0.000640358444648679,0.0502123686663598,0.00332664420427591,0.775820782673069,4.20134496657856e-06,2.428055227229e-06,2.19952482991566e-06,0.968663578352714
"40",0.162961240938111,0.000281233991014649,0.749378038103163,0.000630996035035254,0.206255273600074,0.000295233346875298,0.516245785020645,2.00017937428435e-05,1.38492721778541e-05,7.92464041576476e-06,0.185669749766177
"41",0.414738049700964,0.000150948959949157,0.633741709866931,0.000185472259234363,0.196880763061364,0.00176437400946447,0.637696866940377,1.20266447971337e-05,5.63841523192605e-06,2.4902857243095e-06,0.225574972275653
"42",0.389033825940354,0.000197425614190324,0.547160736360404,0.000318973161916411,0.065638777552639,0.00163850618116129,0.607508456020748,5.30722492512992e-06,4.31434416142639e-06,6.420221019297e-07,0.506574403439356
"43",0.79011632385664,0.000173543836260853,0.967467469287777,0.000282120250846728,0.131992200954618,0.00187738409053034,0.353722282816542,8.67012371125094e-06,3.12561502086238e-06,2.50081838740575e-06,0.656455117766053
"44",0.767959992820272,0.000190884236688633,0.788915496526694,0.000580042646771913,0.178576778451632,0.00271684263092455,0.623838040617014,5.79771361117383e-06,6.26760651203888e-06,1.95848718887262e-06,0.776570437676379
"45",0.244458012644816,5.22234037991584e-05,0.570731125671623,0.000532339730824602,0.149935402643188,0.00164193772158649,0.52988780133714,1.05515730496933e-05,8.66778278649949e-06,2.09094419925766e-06,0.468090002383583
"46",0.499991830954342,0.000175726106851882,0.831736031253036,0.000763180743261869,0.333998392565158,0.000906806421990195,0.723285602343388,9.83344289798031e-06,6.848190968395e-06,2.87229613964007e-06,0.318813103466806
"47",0.358993468491348,0.000153600051744585,0.516106170512806,0.000723628901742002,0.252796517088904,0.00035657870736629,0.579111560594992,1.08858606166982e-05,1.05887790485495e-05,4.68765941148292e-06,0.243058851990455
"48",0.348484985604066,0.000251774449723651,0.74106480311614,0.000454009175238313,0.337645143337902,0.000931515152427411,0.574563391646287,2.19402106187052e-05,6.10319317898629e-06,3.05316864198006e-06,0.388803497211747
"49",0.863370690249395,9.55353588298626e-05,0.936263047190569,0.000781126474438509,0.270788622108059,0.00288465254182732,0.506684613354075,5.19687668394927e-06,4.48472610143045e-06,1.09388914304782e-06,0.790648549727508
"50",0.397197783061781,0.000249786287013886,0.916169471510721,0.000595820993404688,0.0443265563513406,0.00119723610308821,0.515244757792242,6.16882027593783e-06,5.10211395400123e-06,2.4464719129023e-06,0.713354992880574
"51",0.235043184166894,0.00015136102266521,0.542481643995997,0.000484191559059181,0.180985052889424,0.00229694192841713,0.67027723863805,9.73171521526417e-06,1.9699790466795e-06,2.49692552987243e-06,0.410948015084707
"52",0.132023841257252,0.000186310685993292,0.247839575776525,0.000324027119741227,0.255118807260919,0.000431541930152654,0.750891826668661,1.71860822117674e-05,1.47985954757634e-05,5.19031705737435e-06,0.175207323980006
"53",0.547479046353464,9.70825306084189e-05,0.652825411025494,0.000710176072805298,0.214277264114874,0.00183966134508324,0.781541715000066,4.23707855716133e-06,3.09653370766271e-06,1.93550623627065e-06,0.491731191094196
"54",0.377688782465136,0.000260683875792833,0.737038161148919,0.0004925840691873,0.281793880146042,0.000495093783500233,0.474491616191415,1.51199468780053e-05,5.56959903890753e-06,3.10534560773404e-06,0.332569393682624
